Compound,Date,Negative,Neutral,Organization,Positive,Tweets Ago
0.6113,Tue Nov 05 01:31:15 +0000 2019,0.637,0.0,CBS,0.363,58
0.0,Tue Nov 05 01:30:00 +0000 2019,1.0,0.0,CBS,0.0,59
0.0,Tue Nov 05 00:38:52 +0000 2019,1.0,0.0,CBS,0.0,60
0.2263,Tue Nov 05 02:09:15 +0000 2019,0.881,0.0,CBS,0.119,61
0.0,Tue Nov 05 02:01:51 +0000 2019,1.0,0.0,CBS,0.0,62
0.4939,Tue Nov 05 02:01:33 +0000 2019,0.714,0.0,CBS,0.286,63
0.296,Tue Nov 05 02:00:55 +0000 2019,0.896,0.0,CBS,0.104,64
-0.34,Tue Nov 05 01:53:54 +0000 2019,0.426,0.362,CBS,0.213,65
0.0,Tue Nov 05 01:50:51 +0000 2019,1.0,0.0,CBS,0.0,66
0.5499,Tue Nov 05 01:47:33 +0000 2019,0.756,0.0,CBS,0.244,67
0.0,Tue Nov 05 01:46:31 +0000 2019,1.0,0.0,CBS,0.0,68
0.128,Tue Nov 05 01:44:59 +0000 2019,0.909,0.0,CBS,0.091,69
0.0,Tue Nov 05 01:42:50 +0000 2019,1.0,0.0,CBS,0.0,70
0.0,Tue Nov 05 01:40:54 +0000 2019,1.0,0.0,CBS,0.0,71
0.0,Tue Nov 05 01:40:02 +0000 2019,1.0,0.0,CBS,0.0,72
0.0,Tue Nov 05 01:37:52 +0000 2019,1.0,0.0,CBS,0.0,73
0.0,Tue Nov 05 01:37:01 +0000 2019,1.0,0.0,CBS,0.0,74
0.0,Tue Nov 05 01:35:49 +0000 2019,1.0,0.0,CBS,0.0,75
0.0,Tue Nov 05 01:34:13 +0000 2019,1.0,0.0,CBS,0.0,76
-0.3089,Tue Nov 05 01:33:06 +0000 2019,0.78,0.22,CBS,0.0,77
0.6113,Tue Nov 05 01:31:15 +0000 2019,0.637,0.0,CBS,0.363,78
0.0,Tue Nov 05 01:30:00 +0000 2019,1.0,0.0,CBS,0.0,79
0.0,Tue Nov 05 00:38:52 +0000 2019,1.0,0.0,CBS,0.0,80
0.2263,Tue Nov 05 02:09:15 +0000 2019,0.881,0.0,CBS,0.119,81
0.0,Tue Nov 05 02:01:51 +0000 2019,1.0,0.0,CBS,0.0,82
0.4939,Tue Nov 05 02:01:33 +0000 2019,0.714,0.0,CBS,0.286,83
0.296,Tue Nov 05 02:00:55 +0000 2019,0.896,0.0,CBS,0.104,84
-0.34,Tue Nov 05 01:53:54 +0000 2019,0.426,0.362,CBS,0.213,85
0.0,Tue Nov 05 01:50:51 +0000 2019,1.0,0.0,CBS,0.0,86
0.5499,Tue Nov 05 01:47:33 +0000 2019,0.756,0.0,CBS,0.244,87
0.0,Tue Nov 05 01:46:31 +0000 2019,1.0,0.0,CBS,0.0,88
0.128,Tue Nov 05 01:44:59 +0000 2019,0.909,0.0,CBS,0.091,89
0.0,Tue Nov 05 01:42:50 +0000 2019,1.0,0.0,CBS,0.0,90
0.0,Tue Nov 05 01:40:54 +0000 2019,1.0,0.0,CBS,0.0,91
0.0,Tue Nov 05 01:40:02 +0000 2019,1.0,0.0,CBS,0.0,92
0.0,Tue Nov 05 01:37:52 +0000 2019,1.0,0.0,CBS,0.0,93
0.0,Tue Nov 05 01:37:01 +0000 2019,1.0,0.0,CBS,0.0,94
0.0,Tue Nov 05 01:35:49 +0000 2019,1.0,0.0,CBS,0.0,95
0.0,Tue Nov 05 01:34:13 +0000 2019,1.0,0.0,CBS,0.0,96
-0.3089,Tue Nov 05 01:33:06 +0000 2019,0.78,0.22,CBS,0.0,97
0.6113,Tue Nov 05 01:31:15 +0000 2019,0.637,0.0,CBS,0.363,98
0.0,Tue Nov 05 01:30:00 +0000 2019,1.0,0.0,CBS,0.0,99
0.0,Tue Nov 05 00:38:52 +0000 2019,1.0,0.0,CBS,0.0,100
0.3182,Tue Nov 05 17:19:05 +0000 2019,0.905,0.0,CNN,0.095,1
0.128,Tue Nov 05 17:08:29 +0000 2019,0.923,0.0,CNN,0.077,2
0.0,Tue Nov 05 16:20:02 +0000 2019,1.0,0.0,CNN,0.0,3
0.0,Tue Nov 05 15:43:47 +0000 2019,1.0,0.0,CNN,0.0,4
0.5267,Tue Nov 05 15:35:15 +0000 2019,0.815,0.0,CNN,0.185,5
0.0,Tue Nov 05 15:27:59 +0000 2019,1.0,0.0,CNN,0.0,6
-0.4588,Tue Nov 05 14:29:34 +0000 2019,0.87,0.13,CNN,0.0,7
-0.4588,Tue Nov 05 14:11:22 +0000 2019,0.842,0.158,CNN,0.0,8
0.0,Mon Nov 04 17:55:32 +0000 2019,1.0,0.0,CNN,0.0,9
0.1779,Mon Nov 04 17:06:16 +0000 2019,0.762,0.103,CNN,0.135,10
0.0,Mon Nov 04 16:51:14 +0000 2019,1.0,0.0,CNN,0.0,11
0.0,Sat Nov 02 19:36:26 +0000 2019,1.0,0.0,CNN,0.0,12
0.8176,Sat Nov 02 18:52:49 +0000 2019,0.727,0.0,CNN,0.273,13
-0.5423,Sat Nov 02 17:59:08 +0000 2019,0.809,0.191,CNN,0.0,14
0.2263,Sat Nov 02 17:37:01 +0000 2019,0.847,0.0,CNN,0.153,15
0.0,Sat Nov 02 16:26:45 +0000 2019,1.0,0.0,CNN,0.0,16
-0.34,Sat Nov 02 15:13:29 +0000 2019,0.906,0.094,CNN,0.0,17
0.0,Sat Nov 02 14:33:31 +0000 2019,1.0,0.0,CNN,0.0,18
-0.5574,Sat Nov 02 14:07:41 +0000 2019,0.816,0.184,CNN,0.0,19
0.0,Sat Nov 02 13:53:24 +0000 2019,1.0,0.0,CNN,0.0,20
0.3182,Tue Nov 05 17:19:05 +0000 2019,0.905,0.0,CNN,0.095,21
0.128,Tue Nov 05 17:08:29 +0000 2019,0.923,0.0,CNN,0.077,22
0.0,Tue Nov 05 16:20:02 +0000 2019,1.0,0.0,CNN,0.0,23
0.0,Tue Nov 05 15:43:47 +0000 2019,1.0,0.0,CNN,0.0,24
0.5267,Tue Nov 05 15:35:15 +0000 2019,0.815,0.0,CNN,0.185,25
0.0,Tue Nov 05 15:27:59 +0000 2019,1.0,0.0,CNN,0.0,26
-0.4588,Tue Nov 05 14:29:34 +0000 2019,0.87,0.13,CNN,0.0,27
-0.4588,Tue Nov 05 14:11:22 +0000 2019,0.842,0.158,CNN,0.0,28
0.0,Mon Nov 04 17:55:32 +0000 2019,1.0,0.0,CNN,0.0,29
0.1779,Mon Nov 04 17:06:16 +0000 2019,0.762,0.103,CNN,0.135,30
0.0,Mon Nov 04 16:51:14 +0000 2019,1.0,0.0,CNN,0.0,31
0.0,Sat Nov 02 19:36:26 +0000 2019,1.0,0.0,CNN,0.0,32
0.8176,Sat Nov 02 18:52:49 +0000 2019,0.727,0.0,CNN,0.273,33
-0.5423,Sat Nov 02 17:59:08 +0000 2019,0.809,0.191,CNN,0.0,34
0.2263,Sat Nov 02 17:37:01 +0000 2019,0.847,0.0,CNN,0.153,35
0.0,Sat Nov 02 16:26:45 +0000 2019,1.0,0.0,CNN,0.0,36
-0.34,Sat Nov 02 15:13:29 +0000 2019,0.906,0.094,CNN,0.0,37
0.0,Sat Nov 02 14:33:31 +0000 2019,1.0,0.0,CNN,0.0,38
-0.5574,Sat Nov 02 14:07:41 +0000 2019,0.816,0.184,CNN,0.0,39
0.0,Sat Nov 02 13:53:24 +0000 2019,1.0,0.0,CNN,0.0,40
0.3182,Tue Nov 05 17:19:05 +0000 2019,0.905,0.0,CNN,0.095,41
0.128,Tue Nov 05 17:08:29 +0000 2019,0.923,0.0,CNN,0.077,42
0.0,Tue Nov 05 16:20:02 +0000 2019,1.0,0.0,CNN,0.0,43
0.0,Tue Nov 05 15:43:47 +0000 2019,1.0,0.0,CNN,0.0,44
0.5267,Tue Nov 05 15:35:15 +0000 2019,0.815,0.0,CNN,0.185,45
0.0,Tue Nov 05 15:27:59 +0000 2019,1.0,0.0,CNN,0.0,46
-0.4588,Tue Nov 05 14:29:34 +0000 2019,0.87,0.13,CNN,0.0,47
-0.4588,Tue Nov 05 14:11:22 +0000 2019,0.842,0.158,CNN,0.0,48
0.0,Mon Nov 04 17:55:32 +0000 2019,1.0,0.0,CNN,0.0,49
0.1779,Mon Nov 04 17:06:16 +0000 2019,0.762,0.103,CNN,0.135,50
0.0,Mon Nov 04 16:51:14 +0000 2019,1.0,0.0,CNN,0.0,51
0.0,Sat Nov 02 19:36:26 +0000 2019,1.0,0.0,CNN,0.0,52
0.8176,Sat Nov 02 18:52:49 +0000 2019,0.727,0.0,CNN,0.273,53
-0.5423,Sat Nov 02 17:59:08 +0000 2019,0.809,0.191,CNN,0.0,54
0.2263,Sat Nov 02 17:37:01 +0000 2019,0.847,0.0,CNN,0.153,55
0.0,Sat Nov 02 16:26:45 +0000 2019,1.0,0.0,CNN,0.0,56
-0.34,Sat Nov 02 15:13:29 +0000 2019,0.906,0.094,CNN,0.0,57
0.0,Sat Nov 02 14:33:31 +0000 2019,1.0,0.0,CNN,0.0,58
-0.5574,Sat Nov 02 14:07:41 +0000 2019,0.816,0.184,CNN,0.0,59
0.0,Sat Nov 02 13:53:24 +0000 2019,1.0,0.0,CNN,0.0,60
0.3182,Tue Nov 05 17:19:05 +0000 2019,0.905,0.0,CNN,0.095,61
0.128,Tue Nov 05 17:08:29 +0000 2019,0.923,0.0,CNN,0.077,62
0.0,Tue Nov 05 16:20:02 +0000 2019,1.0,0.0,CNN,0.0,63
0.0,Tue Nov 05 15:43:47 +0000 2019,1.0,0.0,CNN,0.0,64
0.5267,Tue Nov 05 15:35:15 +0000 2019,0.815,0.0,CNN,0.185,65
0.0,Tue Nov 05 15:27:59 +0000 2019,1.0,0.0,CNN,0.0,66
-0.4588,Tue Nov 05 14:29:34 +0000 2019,0.87,0.13,CNN,0.0,67
-0.4588,Tue Nov 05 14:11:22 +0000 2019,0.842,0.158,CNN,0.0,68
0.0,Mon Nov 04 17:55:32 +0000 2019,1.0,0.0,CNN,0.0,69
0.1779,Mon Nov 04 17:06:16 +0000 2019,0.762,0.103,CNN,0.135,70
0.0,Mon Nov 04 16:51:14 +0000 2019,1.0,0.0,CNN,0.0,71
0.0,Sat Nov 02 19:36:26 +0000 2019,1.0,0.0,CNN,0.0,72
0.8176,Sat Nov 02 18:52:49 +0000 2019,0.727,0.0,CNN,0.273,73
-0.5423,Sat Nov 02 17:59:08 +0000 2019,0.809,0.191,CNN,0.0,74
0.2263,Sat Nov 02 17:37:01 +0000 2019,0.847,0.0,CNN,0.153,75
0.0,Sat Nov 02 16:26:45 +0000 2019,1.0,0.0,CNN,0.0,76
-0.34,Sat Nov 02 15:13:29 +0000 2019,0.906,0.094,CNN,0.0,77
0.0,Sat Nov 02 14:33:31 +0000 2019,1.0,0.0,CNN,0.0,78
-0.5574,Sat Nov 02 14:07:41 +0000 2019,0.816,0.184,CNN,0.0,79
0.0,Sat Nov 02 13:53:24 +0000 2019,1.0,0.0,CNN,0.0,80
0.3182,Tue Nov 05 17:19:05 +0000 2019,0.905,0.0,CNN,0.095,81
0.128,Tue Nov 05 17:08:29 +0000 2019,0.923,0.0,CNN,0.077,82
0.0,Tue Nov 05 16:20:02 +0000 2019,1.0,0.0,CNN,0.0,83
0.0,Tue Nov 05 15:43:47 +0000 2019,1.0,0.0,CNN,0.0,84
0.5267,Tue Nov 05 15:35:15 +0000 2019,0.815,0.0,CNN,0.185,85
0.0,Tue Nov 05 15:27:59 +0000 2019,1.0,0.0,CNN,0.0,86
-0.4588,Tue Nov 05 14:29:34 +0000 2019,0.87,0.13,CNN,0.0,87
-0.4588,Tue Nov 05 14:11:22 +0000 2019,0.842,0.158,CNN,0.0,88
0.0,Mon Nov 04 17:55:32 +0000 2019,1.0,0.0,CNN,0.0,89
0.1779,Mon Nov 04 17:06:16 +0000 2019,0.762,0.103,CNN,0.135,90
0.0,Mon Nov 04 16:51:14 +0000 2019,1.0,0.0,CNN,0.0,91
0.0,Sat Nov 02 19:36:26 +0000 2019,1.0,0.0,CNN,0.0,92
0.8176,Sat Nov 02 18:52:49 +0000 2019,0.727,0.0,CNN,0.273,93
-0.5423,Sat Nov 02 17:59:08 +0000 2019,0.809,0.191,CNN,0.0,94
0.2263,Sat Nov 02 17:37:01 +0000 2019,0.847,0.0,CNN,0.153,95
0.0,Sat Nov 02 16:26:45 +0000 2019,1.0,0.0,CNN,0.0,96
-0.34,Sat Nov 02 15:13:29 +0000 2019,0.906,0.094,CNN,0.0,97
0.0,Sat Nov 02 14:33:31 +0000 2019,1.0,0.0,CNN,0.0,98
-0.5574,Sat Nov 02 14:07:41 +0000 2019,0.816,0.184,CNN,0.0,99
0.0,Sat Nov 02 13:53:24 +0000 2019,1.0,0.0,CNN,0.0,100
0.5719,Tue Nov 05 17:40:09 +0000 2019,0.793,0.0,New York Times,0.207,1
0.0,Tue Nov 05 17:21:23 +0000 2019,1.0,0.0,New York Times,0.0,2
0.0,Tue Nov 05 17:20:03 +0000 2019,1.0,0.0,New York Times,0.0,3
-0.7003,Tue Nov 05 17:00:14 +0000 2019,0.746,0.254,New York Times,0.0,4
-0.4215,Tue Nov 05 16:50:02 +0000 2019,0.811,0.189,New York Times,0.0,5
0.0,Tue Nov 05 16:40:02 +0000 2019,1.0,0.0,New York Times,0.0,6
0.4215,Tue Nov 05 16:20:08 +0000 2019,0.702,0.091,New York Times,0.207,7
-0.8493,Tue Nov 05 16:11:06 +0000 2019,0.661,0.339,New York Times,0.0,8
0.3818,Tue Nov 05 16:00:09 +0000 2019,0.898,0.0,New York Times,0.102,9
0.0,Tue Nov 05 15:59:59 +0000 2019,1.0,0.0,New York Times,0.0,10
-0.6808,Tue Nov 05 15:50:07 +0000 2019,0.763,0.237,New York Times,0.0,11
0.3612,Tue Nov 05 15:40:03 +0000 2019,0.878,0.0,New York Times,0.122,12
-0.1027,Tue Nov 05 15:34:08 +0000 2019,0.924,0.076,New York Times,0.0,13
0.0,Tue Nov 05 15:20:06 +0000 2019,1.0,0.0,New York Times,0.0,14
0.0,Tue Nov 05 15:00:19 +0000 2019,1.0,0.0,New York Times,0.0,15
0.0,Tue Nov 05 14:40:02 +0000 2019,1.0,0.0,New York Times,0.0,16
-0.6705,Tue Nov 05 14:30:07 +0000 2019,0.809,0.191,New York Times,0.0,17
0.0,Tue Nov 05 14:22:01 +0000 2019,1.0,0.0,New York Times,0.0,18
-0.4019,Tue Nov 05 14:03:47 +0000 2019,0.876,0.124,New York Times,0.0,19
-0.5574,Tue Nov 05 14:00:02 +0000 2019,0.685,0.315,New York Times,0.0,20
0.5719,Tue Nov 05 17:40:09 +0000 2019,0.793,0.0,New York Times,0.207,21
0.0,Tue Nov 05 17:21:23 +0000 2019,1.0,0.0,New York Times,0.0,22
0.0,Tue Nov 05 17:20:03 +0000 2019,1.0,0.0,New York Times,0.0,23
-0.7003,Tue Nov 05 17:00:14 +0000 2019,0.746,0.254,New York Times,0.0,24
-0.4215,Tue Nov 05 16:50:02 +0000 2019,0.811,0.189,New York Times,0.0,25
0.0,Tue Nov 05 16:40:02 +0000 2019,1.0,0.0,New York Times,0.0,26
0.4215,Tue Nov 05 16:20:08 +0000 2019,0.702,0.091,New York Times,0.207,27
-0.8493,Tue Nov 05 16:11:06 +0000 2019,0.661,0.339,New York Times,0.0,28
0.3818,Tue Nov 05 16:00:09 +0000 2019,0.898,0.0,New York Times,0.102,29
0.0,Tue Nov 05 15:59:59 +0000 2019,1.0,0.0,New York Times,0.0,30
-0.6808,Tue Nov 05 15:50:07 +0000 2019,0.763,0.237,New York Times,0.0,31
0.3612,Tue Nov 05 15:40:03 +0000 2019,0.878,0.0,New York Times,0.122,32
-0.1027,Tue Nov 05 15:34:08 +0000 2019,0.924,0.076,New York Times,0.0,33
0.0,Tue Nov 05 15:20:06 +0000 2019,1.0,0.0,New York Times,0.0,34
0.0,Tue Nov 05 15:00:19 +0000 2019,1.0,0.0,New York Times,0.0,35
0.0,Tue Nov 05 14:40:02 +0000 2019,1.0,0.0,New York Times,0.0,36
-0.6705,Tue Nov 05 14:30:07 +0000 2019,0.809,0.191,New York Times,0.0,37
0.0,Tue Nov 05 14:22:01 +0000 2019,1.0,0.0,New York Times,0.0,38
-0.4019,Tue Nov 05 14:03:47 +0000 2019,0.876,0.124,New York Times,0.0,39
-0.5574,Tue Nov 05 14:00:02 +0000 2019,0.685,0.315,New York Times,0.0,40
0.5719,Tue Nov 05 17:40:09 +0000 2019,0.793,0.0,New York Times,0.207,41
0.0,Tue Nov 05 17:21:23 +0000 2019,1.0,0.0,New York Times,0.0,42
0.0,Tue Nov 05 17:20:03 +0000 2019,1.0,0.0,New York Times,0.0,43
-0.7003,Tue Nov 05 17:00:14 +0000 2019,0.746,0.254,New York Times,0.0,44
-0.4215,Tue Nov 05 16:50:02 +0000 2019,0.811,0.189,New York Times,0.0,45
0.0,Tue Nov 05 16:40:02 +0000 2019,1.0,0.0,New York Times,0.0,46
0.4215,Tue Nov 05 16:20:08 +0000 2019,0.702,0.091,New York Times,0.207,47
-0.8493,Tue Nov 05 16:11:06 +0000 2019,0.661,0.339,New York Times,0.0,48
0.3818,Tue Nov 05 16:00:09 +0000 2019,0.898,0.0,New York Times,0.102,49
0.0,Tue Nov 05 15:59:59 +0000 2019,1.0,0.0,New York Times,0.0,50
-0.6808,Tue Nov 05 15:50:07 +0000 2019,0.763,0.237,New York Times,0.0,51
0.3612,Tue Nov 05 15:40:03 +0000 2019,0.878,0.0,New York Times,0.122,52
-0.1027,Tue Nov 05 15:34:08 +0000 2019,0.924,0.076,New York Times,0.0,53
0.0,Tue Nov 05 15:20:06 +0000 2019,1.0,0.0,New York Times,0.0,54
0.0,Tue Nov 05 15:00:19 +0000 2019,1.0,0.0,New York Times,0.0,55
0.0,Tue Nov 05 14:40:02 +0000 2019,1.0,0.0,New York Times,0.0,56
-0.6705,Tue Nov 05 14:30:07 +0000 2019,0.809,0.191,New York Times,0.0,57
0.0,Tue Nov 05 14:22:01 +0000 2019,1.0,0.0,New York Times,0.0,58
-0.4019,Tue Nov 05 14:03:47 +0000 2019,0.876,0.124,New York Times,0.0,59
-0.5574,Tue Nov 05 14:00:02 +0000 2019,0.685,0.315,New York Times,0.0,60
0.5719,Tue Nov 05 17:40:09 +0000 2019,0.793,0.0,New York Times,0.207,61
0.0,Tue Nov 05 17:21:23 +0000 2019,1.0,0.0,New York Times,0.0,62
0.0,Tue Nov 05 17:20:03 +0000 2019,1.0,0.0,New York Times,0.0,63
-0.7003,Tue Nov 05 17:00:14 +0000 2019,0.746,0.254,New York Times,0.0,64
-0.4215,Tue Nov 05 16:50:02 +0000 2019,0.811,0.189,New York Times,0.0,65
0.0,Tue Nov 05 16:40:02 +0000 2019,1.0,0.0,New York Times,0.0,66
0.4215,Tue Nov 05 16:20:08 +0000 2019,0.702,0.091,New York Times,0.207,67
-0.8493,Tue Nov 05 16:11:06 +0000 2019,0.661,0.339,New York Times,0.0,68
0.3818,Tue Nov 05 16:00:09 +0000 2019,0.898,0.0,New York Times,0.102,69
0.0,Tue Nov 05 15:59:59 +0000 2019,1.0,0.0,New York Times,0.0,70
-0.6808,Tue Nov 05 15:50:07 +0000 2019,0.763,0.237,New York Times,0.0,71
0.3612,Tue Nov 05 15:40:03 +0000 2019,0.878,0.0,New York Times,0.122,72
-0.1027,Tue Nov 05 15:34:08 +0000 2019,0.924,0.076,New York Times,0.0,73
0.0,Tue Nov 05 15:20:06 +0000 2019,1.0,0.0,New York Times,0.0,74
0.0,Tue Nov 05 15:00:19 +0000 2019,1.0,0.0,New York Times,0.0,75
0.0,Tue Nov 05 14:40:02 +0000 2019,1.0,0.0,New York Times,0.0,76
-0.6705,Tue Nov 05 14:30:07 +0000 2019,0.809,0.191,New York Times,0.0,77
0.0,Tue Nov 05 14:22:01 +0000 2019,1.0,0.0,New York Times,0.0,78
-0.4019,Tue Nov 05 14:03:47 +0000 2019,0.876,0.124,New York Times,0.0,79
-0.5574,Tue Nov 05 14:00:02 +0000 2019,0.685,0.315,New York Times,0.0,80
0.5719,Tue Nov 05 17:40:09 +0000 2019,0.793,0.0,New York Times,0.207,81
0.0,Tue Nov 05 17:21:23 +0000 2019,1.0,0.0,New York Times,0.0,82
0.0,Tue Nov 05 17:20:03 +0000 2019,1.0,0.0,New York Times,0.0,83
-0.7003,Tue Nov 05 17:00:14 +0000 2019,0.746,0.254,New York Times,0.0,84
-0.4215,Tue Nov 05 16:50:02 +0000 2019,0.811,0.189,New York Times,0.0,85
0.0,Tue Nov 05 16:40:02 +0000 2019,1.0,0.0,New York Times,0.0,86
0.4215,Tue Nov 05 16:20:08 +0000 2019,0.702,0.091,New York Times,0.207,87
-0.8493,Tue Nov 05 16:11:06 +0000 2019,0.661,0.339,New York Times,0.0,88
0.3818,Tue Nov 05 16:00:09 +0000 2019,0.898,0.0,New York Times,0.102,89
0.0,Tue Nov 05 15:59:59 +0000 2019,1.0,0.0,New York Times,0.0,90
-0.6808,Tue Nov 05 15:50:07 +0000 2019,0.763,0.237,New York Times,0.0,91
0.3612,Tue Nov 05 15:40:03 +0000 2019,0.878,0.0,New York Times,0.122,92
-0.1027,Tue Nov 05 15:34:08 +0000 2019,0.924,0.076,New York Times,0.0,93
0.0,Tue Nov 05 15:20:06 +0000 2019,1.0,0.0,New York Times,0.0,94
0.0,Tue Nov 05 15:00:19 +0000 2019,1.0,0.0,New York Times,0.0,95
0.0,Tue Nov 05 14:40:02 +0000 2019,1.0,0.0,New York Times,0.0,96
-0.6705,Tue Nov 05 14:30:07 +0000 2019,0.809,0.191,New York Times,0.0,97
0.0,Tue Nov 05 14:22:01 +0000 2019,1.0,0.0,New York Times,0.0,98
-0.4019,Tue Nov 05 14:03:47 +0000 2019,0.876,0.124,New York Times,0.0,99
-0.5574,Tue Nov 05 14:00:02 +0000 2019,0.685,0.315,New York Times,0.0,100
